Diesel_pct,Coconut_pct,Castor_pct,IPA_pct,Viscosity_cSt,Density_kgm3,Flash_Point_C,Calorific_Value_MJkg,IC_BTE_pct,IC_BSFC_gkWh,IC_NOx_ppm,IC_Smoke_Opacity_pct,Jet_Thrust_kN,Jet_SFC_gkNs,Jet_EGT_C
59.48683843950905,10.455136324672662,9.51526190718881,20.54276332862948,5.34896236922529,842.7406473069539,35.064064030771675,39.321522111510255,29.504838956141334,274.5443432452696,521.3959874532721,25.342222928475138,11.382327887220574,15.666538660935784,596.2319556049209
66.81749911029672,10.312987977109913,10.974735855560299,11.894777057033055,5.889931667559126,848.3151438865327,63.51946624339345,40.39591026973669,29.958498113219893,266.3416654283802,549.9883744281045,29.529344900639305,11.53824454348464,15.712623811479606,597.6190868479526
41.20382990179514,14.715078384731928,9.720075889203935,34.36101582426899,5.629506614551758,840.7608222395454,12.0,37.261360204192954,28.738286181434425,285.1933203437952,512.2486003164777,15.795612904272772,10.850698826394828,16.484738191944363,600.6438371139587
20.755084707170532,62.1991595186841,15.307470242953416,1.7382855311919496,24.551647506814078,905.1141092489307,188.0634628087836,38.429774500105864,28.415378262016315,289.09895950319685,700.7542641799977,14.50015068617427,11.245822462791363,16.831770099314447,612.9830537132717
44.02576105660081,11.103597659397918,14.552176609294257,30.318464674707013,6.520636678654514,845.5709430286696,17.07626462596818,37.81029666835244,28.68754685531255,281.95080858889355,527.9422709730334,20.019901020069927,11.041785294936838,16.824508696868932,602.7807486867384
45.63907338460924,4.410703606414819,46.53880706147906,3.411415947496871,25.653535059590787,892.9690594087974,150.18925555000192,40.430321427981355,28.664768749974566,276.0132396163203,650.534797848036,27.06461968118005,11.980598920088614,15.80571719905665,613.8025546440241
70.30598324092547,14.841609695122393,11.402180998782343,3.4502260651697947,6.894091388375914,856.6621845553524,97.01134432031066,41.20488678986929,30.242218757290683,262.7180982842422,572.8390391165641,35.634742331669806,11.424512195538655,14.902118235134335,599.8190779432302
63.71705073847802,3.667118742782823,7.095954268408899,25.51987625033027,4.028604106679285,831.2964018672908,12.0,39.17855079215374,29.04426965975583,275.7442124016033,490.0860379696977,25.61978996813801,11.084343703444814,16.04769618236699,600.9990246272915
41.58118359185761,24.314197540597327,33.150254807942154,0.9543640596029064,22.664126720948122,894.5581888506371,163.57493066025322,40.09107062749809,28.172178885734585,275.0203120883662,647.8686885488104,26.146348918274505,11.60852312949084,15.956291256383453,611.4540924322874
67.41386918962353,1.720981859932838,27.06722592709987,3.7979230233437375,10.175496626239655,865.0651912488978,105.65626131352455,41.320322058285335,30.937945644399235,265.18417296881836,565.1826639520176,34.25568020609574,11.691790898478208,15.331755445680455,602.3142317948648
